bytes;packets;connections;cpu_load
83068;1531;6;24
85512;1578;6;24
85772;1583;6;24
86136;1590;6;24
89652;1656;7;24
89964;1662;7;24
89964;1662;7;24
90380;1670;7;24
91764;1695;8;24
93272;1724;8;24
93740;1733;8;37
93740;1733;8;37
94760;1751;8;37
99412;1840;8;37
99828;1848;8;37
101076;1872;8;37
101732;1883;9;37
104540;1937;9;37
104696;1940;9;37
104696;1940;9;37
105404;1952;10;37
106288;1969;10;37
107848;1999;9;37
108368;2009;8;37
109840;2035;9;37
114832;2131;9;37
115664;2147;9;37
115872;2151;9;37
116632;2164;9;37
117256;2176;9;37
118348;2197;9;37
120220;2233;9;37
127452;2363;10;37
127660;2367;10;37
129812;2407;10;37
130228;2415;9;37
130976;2429;9;37
138028;2559;8;61
140804;2611;8;61
143364;2660;7;61
144204;2676;7;61
145436;2698;6;61
146788;2724;5;61
148188;2750;5;61
150304;2787;5;61
152720;2830;5;61
153340;2841;5;61
154068;2855;4;61
155060;2873;4;61
156252;2894;4;61
156576;2900;3;61
158656;2940;2;61
159884;2962;3;61
159936;2963;3;61
159936;2963;3;61
159988;2964;3;61
160048;2965;4;61
160048;2965;4;61
160540;2973;4;61
160644;2975;4;55
165828;3070;5;55
167240;3096;5;55
167824;3107;4;55
172776;3202;3;55
183488;3405;4;55
186764;3468;3;55
190476;3538;3;55
190528;3539;2;55
192288;3568;3;51
193440;3589;3;51
197104;3659;3;51
198040;3677;2;51
200996;3732;3;51
201420;3739;3;51
202104;3750;3;51
202104;3750;3;51
203824;3778;4;51
204392;3788;4;51
206332;3823;3;51
207264;3840;2;51
208228;3856;3;51
209340;3876;2;51
209444;3878;2;51
214280;3971;1;51
215040;3984;2;51
215456;3992;2;39
216184;4006;1;39
216392;4010;1;39
217204;4024;2;39
217932;4038;2;39
218036;4040;1;39
218228;4043;1;39
218520;4047;2;39
218520;4047;2;39
218520;4047;2;39
218520;4047;2;39
218812;4051;3;39
218916;4053;2;39
218916;4053;2;39
222048;4113;2;30
223868;4145;3;30
224140;4150;2;30
224244;4152;2;30
224400;4155;2;30
225316;4171;2;30
225472;4174;2;30
226304;4190;1;30
229164;4245;1;30
229768;4255;2;30
230080;4261;2;30
230236;4264;2;30
231380;4286;1;30
232452;4305;2;30
232452;4305;2;30
232712;4310;2;30
233272;4321;0;28
233876;4331;1;28
233980;4333;1;28
234188;4337;1;28
234292;4339;1;28
234948;4350;2;28
235104;4353;1;28
235156;4354;1;28
235884;4368;0;28
236696;4382;1;28
236904;4386;1;28
237060;4389;1;28
237164;4391;1;28
237768;4401;2;28
237924;4404;2;28
238028;4406;2;28
238340;4412;2;28
240244;4447;2;28
242844;4497;2;28
244820;4535;1;28
244820;4535;1;28
244880;4536;2;28
244880;4536;2;28
245164;4540;2;33
245164;4540;2;33
245820;4551;3;33
246288;4560;3;33
247536;4584;3;33
247744;4588;3;33
249232;4615;3;33
249596;4622;3;33
252508;4678;2;33
252716;4682;1;33
252776;4683;2;33
253072;4688;1;33
253252;4690;1;33
253356;4692;0;33
253648;4696;1;33
253648;4696;1;33
253648;4696;1;33
253804;4699;0;33
254368;4708;1;33
255012;4719;0;36
255012;4719;0;36
264320;4898;0;36
265184;4913;1;36
265496;4919;1;36
266016;4929;1;36
269188;4990;0;36
269508;4996;0;36
272496;5052;0;30
272652;5055;0;30
272860;5059;0;30
273360;5067;1;30
274296;5085;0;30
274504;5089;0;30
274556;5090;0;30
275888;5114;1;30
275888;5114;1;30
276460;5125;0;30
276564;5127;0;30
277480;5143;1;30
277844;5150;1;30
278936;5171;0;30
289648;5377;0;29
290356;5389;1;29
290356;5389;1;29
290356;5389;1;29
290616;5394;1;29
291624;5412;0;29
291676;5413;0;29
297240;5520;0;27
298332;5541;0;27
300808;5587;1;27
308452;5734;1;27
309128;5747;0;27
324728;6047;0;38
325956;6069;1;38
326528;6080;1;38
327984;6108;0;38
332404;6193;0;38
333580;6214;1;38
333996;6222;1;38
334412;6230;1;38
334828;6238;1;38
335588;6251;2;38
335692;6253;2;38
337304;6284;2;38
338656;6310;1;38
339080;6318;1;38
339832;6331;1;38
340508;6344;1;38
341288;6359;0;38
342152;6374;1;38
342880;6388;1;45
343088;6392;1;45
346884;6465;0;45
348892;6502;1;45
348996;6504;1;45
349360;6511;1;45
350140;6526;0;45
351680;6554;1;45
351680;6554;1;45
351680;6554;1;45
354072;6600;0;45
355924;6634;1;45
356756;6650;0;45
362580;6762;0;48
376412;7028;0;48
376680;7033;1;48
378260;7061;1;48
379612;7087;0;48
380028;7095;0;48
382268;7136;1;49
382320;7137;1;49
400728;7491;0;49
412688;7721;0;49
413032;7726;1;49
414124;7747;1;49
438772;8221;0;53
452396;8483;0;53
453936;8511;1;53
454300;8518;1;55
456328;8557;0;55
469120;8803;0;55
470348;8825;1;55
470400;8826;1;55
471232;8842;1;55
475508;8923;1;55
476944;8948;2;55
477308;8955;2;55
485004;9103;2;54
485628;9115;2;54
486908;9138;3;54
488156;9162;3;54
488312;9165;3;54
492108;9238;2;54
496968;9328;3;54
497176;9332;2;54
500260;9389;1;54
505780;9494;0;54
507124;9518;1;54
507280;9521;1;54
507696;9529;1;54
511180;9596;0;54
511784;9606;1;54
512304;9616;1;54
512408;9618;1;54
513500;9639;0;52
514156;9650;1;52
514416;9655;0;52
514572;9658;0;52
518212;9728;18446744073709551615;52
518712;9736;0;52
518868;9739;0;52
519180;9745;0;52
526408;9884;18446744073709551615;52
527064;9895;0;52
527948;9912;0;52
529456;9941;18446744073709551615;52
529612;9944;18446744073709551615;52
529672;9945;0;52
531100;9971;0;44
532296;9994;0;44
532556;9999;18446744073709551615;44
534564;10036;0;44
535448;10053;18446744073709551615;44
540700;10154;18446744073709551615;37
542832;10195;18446744073709551615;37
544528;10226;0;37
545360;10242;0;37
545464;10244;18446744073709551615;37
545984;10254;18446744073709551615;37
548044;10292;0;37
548356;10298;18446744073709551615;37
549396;10318;18446744073709551614;33
549396;10318;18446744073709551614;33
549688;10322;18446744073709551615;33
549688;10322;18446744073709551615;33
549688;10322;18446744073709551615;33
549688;10322;18446744073709551615;33
549748;10323;0;33
549928;10325;0;33
